blueWins,blueWardsPlaced,blueFirstBlood,blueKills,blueDeaths,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalGold,blueAvgLevel,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,redWins,redWardsPlaced,redFirstBlood,redKills,redDeaths,redDragons,redHeralds,redTowersDestroyed,redTotalGold,redAvgLevel,redTotalMinionsKilled,redTotalJungleMinionsKilled
0,18,1,9,6,1,1,0,17721,7,226,57,1,17,0,6,9,0,0,0,16561,6.8,213,62
1,16,1,9,3,1,0,1,20273,7.2,254,51,0,39,0,3,9,0,0,0,15291,6.8,195,74
1,13,1,13,6,1,0,1,20103,6.8,220,32,0,12,0,6,13,0,0,0,15415,6.8,172,44
1,19,1,7,5,0,0,0,16491,6.8,199,45,0,19,0,5,7,0,0,0,14717,6.4,170,34
1,15,1,8,3,1,0,0,17640,7.2,233,56,0,18,0,3,8,0,0,0,14872,6.6,220,52
1,26,1,5,4,1,0,0,15518,6.6,197,50,0,21,0,4,5,0,1,0,16204,6.8,249,49
0,13,1,7,5,1,1,0,17381,7,220,52,1,15,0,5,7,0,0,0,15963,6.8,225,56
0,16,0,3,3,1,0,0,15127,7,238,52,1,37,1,3,3,0,0,0,15132,7,203,60
0,17,0,3,5,0,0,0,13794,6,183,38,1,14,1,5,3,0,0,1,17794,6.8,245,44
1,16,0,3,4,0,0,0,15139,6.8,240,48,0,17,1,4,3,1,0,0,15382,6.6,206,52
0,19,1,3,5,0,0,0,15929,7.2,229,64,1,18,0,5,3,1,0,0,16638,7,232,68
1,23,0,2,5,1,1,0,14974,7,224,60,0,15,1,5,2,0,0,0,15700,7,216,61
1,16,0,11,4,1,0,0,19695,7.2,258,48,0,12,1,4,11,0,1,0,15759,7,205,68
1,17,1,4,4,1,0,0,15154,6.6,219,54,0,42,0,4,4,0,0,0,15431,6.6,224,43
0,52,0,4,8,1,0,0,14766,6.6,190,53,1,17,1,8,4,0,0,0,17535,6.8,229,44
0,15,0,9,4,1,0,0,17341,7,209,48,1,21,1,4,9,0,0,0,15828,7,222,40
1,14,1,4,5,1,1,0,15464,7,218,71,0,25,0,5,4,0,0,0,16200,7,223,60
1,19,1,8,9,0,0,0,18529,7.2,251,63,0,38,0,9,8,1,0,0,17195,7,202,60
1,16,0,9,4,0,0,0,18149,7,202,52,0,15,1,4,9,1,0,0,15113,6.6,222,40
0,19,1,3,2,0,1,0,15840,6.6,212,40,1,43,0,2,3,1,0,0,14029,6.8,221,48
1,14,1,8,6,0,0,0,17915,7.2,215,56,0,15,0,6,8,0,0,0,16464,7,222,47
0,17,1,5,5,0,1,0,16242,7,235,56,1,24,0,5,5,1,0,0,16840,7,229,59
1,15,1,10,6,1,0,0,18498,7.2,238,56,0,14,0,6,10,0,0,0,17052,7,229,56
0,18,1,10,9,1,0,1,19120,6.8,219,55,1,19,0,9,10,0,0,0,17502,6.8,207,46
1,13,0,10,11,1,0,0,17948,6.6,193,35,0,17,1,11,10,0,0,0,17855,6.8,219,40
0,30,0,6,5,0,0,0,16517,6.6,219,56,1,16,1,5,6,0,0,0,15334,6.6,192,40
0,20,0,3,7,0,0,0,13452,6.4,170,37,1,16,1,7,3,1,0,0,16905,6.6,212,46
0,17,0,5,10,0,0,0,15687,6.6,210,58,1,16,1,10,5,1,0,0,17342,7.2,215,45
0,43,0,5,11,1,0,0,14763,6.8,179,47,1,13,1,11,5,0,0,0,19225,7.2,255,51
0,12,0,7,6,0,0,0,16417,6.6,211,56,1,15,1,6,7,0,0,0,15860,6.8,194,48
1,15,1,9,4,0,0,0,18168,7.4,254,45,0,14,0,4,9,0,0,0,15641,6.8,220,52
0,18,0,7,8,0,0,0,15903,6.8,189,40,1,14,1,8,7,1,1,0,17734,7.2,226,72
1,17,1,2,1,0,1,0,14702,6.6,244,43,0,22,0,1,2,1,0,0,14053,6.8,214,42
0,16,0,11,5,0,0,0,18874,7.2,224,41,1,21,1,5,11,0,0,0,15783,6.6,215,37
0,14,0,3,10,1,0,0,15225,7,211,58,1,16,1,10,3,0,0,0,17932,7.4,209,52
0,16,0,4,5,0,0,0,15858,6.8,246,44,1,20,1,5,4,1,1,0,16370,7,241,52
0,15,0,4,9,0,0,0,14693,6.6,169,41,1,15,1,9,4,0,0,0,18567,7,223,43
1,16,1,3,2,1,0,0,15574,6.8,217,68,0,17,0,2,3,0,0,0,15674,6.6,240,48
0,65,0,3,5,0,0,0,15692,6.6,221,67,1,18,1,5,3,1,0,0,15186,6.8,182,40
1,11,1,9,1,0,0,0,18297,7.2,251,52,0,12,0,1,9,0,0,0,13501,6.4,203,53
1,21,0,15,16,1,1,0,19247,6.8,205,44,0,80,1,16,15,0,0,0,20956,7,182,44
0,12,0,1,7,0,0,0,15414,6.8,236,54,1,17,1,7,1,0,0,0,15967,7,194,48
1,21,0,10,7,1,0,0,19601,7.4,227,76,0,14,1,7,10,0,1,0,16411,6.8,214,44
0,15,0,3,6,0,1,0,15189,6.6,225,56,1,12,1,6,3,1,0,0,16909,7.2,248,61
0,15,1,5,9,0,0,0,16452,6.6,232,51,1,15,0,9,5,0,0,0,16932,6.8,192,32
0,13,0,2,5,0,0,0,14899,6.8,238,40,1,23,1,5,2,1,0,0,15980,6.8,209,60
1,14,1,9,1,1,0,0,18964,7.2,255,44,0,26,0,1,9,0,0,0,13528,6.4,183,50
1,21,1,12,1,1,0,0,18923,7,236,44,0,52,0,1,12,0,0,0,13600,6.4,191,56
0,18,0,7,8,0,0,0,17472,6.8,229,52,1,13,1,8,7,1,1,0,17686,7,211,52
0,17,0,3,9,1,0,0,14665,6.2,188,42,1,16,1,9,3,0,0,0,17370,7.2,226,32
1,16,1,5,3,0,1,0,16415,6.8,213,38,0,22,0,3,5,1,0,0,14996,6.8,223,52
0,18,0,2,11,0,0,0,13960,6.4,191,48,1,35,1,11,2,0,0,1,19391,7.4,200,57
0,15,0,2,11,0,0,0,14773,6.6,202,53,1,17,1,11,2,1,0,0,18898,7.2,237,50
1,13,1,11,5,1,1,0,19181,7.4,247,50,0,12,0,5,11,0,0,0,16028,6.6,185,61
0,13,1,5,8,1,0,0,14528,6.4,175,49,1,34,0,8,5,0,0,0,18519,7.4,239,71
0,14,0,6,7,0,0,0,15827,6.6,218,47,1,13,1,7,6,0,1,0,17521,7,239,50
0,18,0,6,4,0,1,0,16179,6.8,215,52,1,24,1,4,6,0,0,0,15190,6.8,212,44
1,15,0,3,5,1,0,0,15049,6.8,247,45,0,16,1,5,3,0,0,0,16613,7.2,242,67
0,15,0,3,8,0,0,0,15453,7.2,209,63,1,18,1,8,3,1,0,0,16117,7,180,48
1,39,0,1,2,1,0,0,14645,7.2,256,52,0,49,1,2,1,0,1,0,16022,7.2,289,56
0,14,0,6,7,1,0,0,15766,6.8,197,40,1,15,1,7,6,0,0,0,16855,7,226,38
1,16,1,7,2,1,1,1,18890,7.2,227,67,0,58,0,2,7,0,0,0,14656,6.6,214,48
0,18,0,6,7,0,1,0,16450,7,238,48,1,12,1,7,6,1,0,0,17152,7,226,47
0,37,1,6,5,0,1,0,16490,6.8,225,48,1,15,0,5,6,1,0,0,16998,7.2,257,72
1,16,1,10,4,0,0,0,17408,7.2,193,47,0,14,0,4,10,1,0,0,15042,6.8,231,44
1,18,0,6,6,1,0,0,16951,7,229,49,0,15,1,6,6,0,1,0,16703,6.8,245,60
1,14,1,9,5,1,0,0,17120,7,163,56,0,18,0,5,9,0,0,0,15694,6.8,207,52
0,18,0,2,2,0,0,0,14310,7,207,44,1,15,1,2,2,1,0,0,15050,7,242,47
0,18,0,2,4,1,1,0,14689,6.8,241,44,1,26,1,4,2,0,0,0,16413,7,260,52
1,15,1,8,4,1,0,0,18341,7.4,217,76,0,14,0,4,8,0,0,0,15030,6.6,228,44
0,14,1,6,3,0,0,0,17772,7.2,251,68,1,52,0,3,6,1,0,0,14371,6.6,204,53
0,40,1,4,7,0,0,0,16262,7,224,70,1,13,0,7,4,0,0,0,17555,7.2,243,50
1,27,0,5,3,0,0,0,16239,7.2,189,60,0,11,1,3,5,1,0,0,15333,6.6,221,60
0,18,0,6,12,0,0,0,16944,7,193,52,1,14,1,12,6,1,0,0,19705,7.4,227,52
1,14,1,6,4,1,1,0,16939,7,211,56,0,18,0,4,6,0,0,0,15520,6.6,227,54
0,17,1,2,4,0,0,0,14615,7,221,47,1,16,0,4,2,1,0,0,16145,7.4,243,71
1,39,0,8,8,0,0,0,17706,6.8,231,35,0,17,1,8,8,0,0,0,17490,6.8,204,53
0,18,1,8,5,1,0,0,17727,7.2,217,64,1,11,0,5,8,0,1,0,16206,6.8,198,60
0,16,0,0,8,0,0,0,12988,6.2,153,78,1,21,1,8,0,1,1,0,18252,7.2,273,44
1,16,1,8,1,1,0,0,17613,7.2,234,48,0,40,0,1,8,0,0,0,13664,6.6,216,44
1,14,1,11,5,1,0,0,18632,7.2,227,44,0,42,0,5,11,0,0,0,15725,7,204,53
1,17,1,5,6,1,0,0,15476,7,233,47,0,24,0,6,5,0,0,0,16182,7.4,244,36
0,16,1,4,5,0,0,0,15717,6.8,224,44,1,62,0,5,4,1,0,0,16244,6.8,199,75
1,18,0,8,8,1,0,0,18253,6.8,240,50,0,18,1,8,8,0,0,0,16570,6.8,203,41
0,48,1,3,5,0,0,0,14349,6.6,205,36,1,17,0,5,3,0,0,0,15354,6.4,228,40
0,16,0,4,6,1,0,0,15407,6.6,232,24,1,15,1,6,4,0,0,0,16529,6.8,214,52
0,26,1,4,5,1,0,0,15273,6.8,211,60,1,20,0,5,4,0,0,0,16081,7.2,238,45
0,14,1,4,6,0,0,0,14868,6.6,182,48,1,14,0,6,4,1,0,0,17149,6.8,209,72
1,19,0,4,4,0,0,0,14892,6.8,199,49,0,19,1,4,4,1,0,0,16642,7.2,250,61
1,124,1,10,4,0,0,0,18509,7.6,223,72,0,15,0,4,10,1,0,0,15535,7.4,213,64
1,17,0,6,4,0,0,0,17096,7.2,241,63,0,14,1,4,6,1,0,0,16677,7.2,247,60
1,15,0,6,3,1,1,0,17377,7.2,247,68,0,75,1,3,6,0,0,0,15276,6.8,193,59
0,17,0,7,7,1,0,0,16554,7,235,33,1,16,1,7,7,0,0,0,17330,6.8,259,36
1,17,0,4,5,0,0,0,15256,6.8,210,41,0,21,1,5,4,1,0,0,16213,7.2,235,64
1,16,1,9,1,1,1,0,17710,7.2,230,55,0,12,0,1,9,0,0,0,13399,6.6,201,44
0,17,0,4,5,1,0,0,15041,7,214,43,1,13,1,5,4,0,0,0,16248,7,228,60
1,13,1,9,3,1,1,0,19027,7.2,247,41,0,12,0,3,9,0,0,0,14411,6.6,187,54
1,15,1,10,6,1,1,0,18718,7.4,214,71,0,17,0,6,10,0,0,0,16314,7,228,60
0,15,0,7,5,1,0,0,16938,7.2,231,48,1,15,1,5,7,0,1,0,16338,7,229,60
1,17,1,7,3,0,0,0,16772,7,255,47,0,13,0,3,7,1,0,0,14836,6.6,205,55
1,15,0,6,13,1,0,0,16035,6.6,160,52,0,19,1,13,6,0,0,0,20720,7.6,244,51
0,14,0,3,3,1,0,0,15518,6.6,234,52,1,19,1,3,3,0,0,0,15203,6.6,216,51
0,59,1,7,7,0,1,0,17543,7,195,51,1,37,0,7,7,1,0,0,16549,7,215,36
1,18,0,3,4,0,1,0,15829,7,242,56,0,12,1,4,3,1,0,0,15379,6.6,239,48
1,12,0,5,8,0,1,0,17389,7,231,63,0,14,1,8,5,0,0,0,17279,7.2,231,59
1,17,0,7,7,0,0,0,16683,7.2,231,48,0,11,1,7,7,1,1,0,17079,6.8,246,42
0,10,0,6,8,0,0,0,16985,7,240,43,1,14,1,8,6,1,0,0,17790,7,221,53
0,14,1,2,8,0,0,0,14904,6.6,222,50,1,19,0,8,2,1,1,0,16206,7,194,50
0,17,1,8,5,1,0,0,17551,6.6,237,43,1,20,0,5,8,0,0,0,15788,7,213,45
0,38,0,5,9,1,0,0,15278,6.4,186,43,1,17,1,9,5,0,0,0,17271,7,211,49
0,26,0,6,6,1,1,0,15539,6.8,191,56,1,17,1,6,6,0,0,0,15531,6.4,208,48
1,39,1,11,8,0,0,0,17860,6.8,172,48,0,14,0,8,11,0,1,0,16620,6.8,202,51
1,16,1,3,5,1,0,0,15156,6.6,207,61,0,14,0,5,3,0,0,0,16219,7.2,229,44
1,23,1,9,6,1,0,0,18152,7,223,47,0,21,0,6,9,0,1,1,18130,6.6,200,47
1,17,1,5,4,0,0,0,16587,7,252,48,0,18,0,4,5,1,1,0,16603,7,242,53
0,20,0,4,3,1,0,0,15562,7.2,235,62,1,15,1,3,4,0,0,0,16088,7,219,63
1,27,0,4,6,0,0,0,14944,6.8,200,40,0,48,1,6,4,1,0,0,15860,7,193,63
0,15,0,5,10,1,0,0,15269,6.6,194,37,1,15,1,10,5,0,0,0,18062,6.8,204,45
0,149,0,7,9,0,0,0,17166,7.2,224,52,1,42,1,9,7,1,1,1,18727,7,177,47
1,15,0,5,11,0,0,0,14813,6.8,182,43,0,19,1,11,5,1,1,0,18520,7.2,225,60
0,19,1,6,10,0,0,0,15787,6.8,205,37,1,22,0,10,6,0,1,0,18244,7,238,53
0,67,0,6,8,0,0,0,14795,6.4,172,50,1,15,1,8,6,1,0,0,17143,6.6,193,37
1,54,1,15,2,1,0,0,19848,7.2,224,52,0,13,0,2,15,0,0,0,14573,6.6,227,56
0,16,1,1,7,0,0,0,13886,6.6,222,36,1,18,0,7,1,1,0,0,17299,7.2,245,46
1,17,0,6,10,0,0,0,16149,6.8,212,44,0,17,1,10,6,0,0,0,17435,7,190,35
1,37,0,7,7,0,0,0,15312,6.6,174,36,0,11,1,7,7,1,1,0,17097,7,216,68
1,42,1,7,2,1,0,0,17267,7.2,224,44,0,16,0,2,7,0,0,0,14160,6.6,218,40
0,13,0,5,4,1,0,0,15961,7,224,44,1,15,1,4,5,0,0,0,16002,7.2,233,60
1,15,1,9,7,0,0,0,17704,7,196,68,0,15,0,7,9,0,0,0,17065,6.4,208,39
0,13,0,1,6,0,0,0,14808,7.2,240,64,1,14,1,6,1,1,0,0,16849,7.4,227,64
0,16,1,5,4,1,0,0,16374,7.2,227,55,1,31,0,4,5,0,0,0,15962,7.2,234,64
0,13,1,6,1,0,0,0,16933,7.2,242,52,1,16,0,1,6,0,1,0,14097,6.8,207,56
1,14,1,11,8,0,0,0,18156,7.2,208,52,0,34,0,8,11,1,1,0,17199,6.8,218,52
1,18,0,12,9,0,0,0,19397,7,232,44,0,12,1,9,12,0,0,0,17110,6.6,184,52
0,19,1,7,9,0,0,0,17033,6.8,209,45,1,18,0,9,7,0,0,0,17495,7,213,43
1,25,0,11,10,1,0,0,19061,7.2,236,50,0,86,1,10,11,0,0,0,17699,6.8,191,46
1,21,0,7,6,0,1,0,16653,7.4,229,72,0,130,1,6,7,0,0,0,16513,7,229,31
1,11,1,5,8,1,0,0,16781,6.6,237,50,0,16,0,8,5,0,0,0,16148,6.8,180,44
0,30,0,5,6,0,0,0,15978,6.8,210,52,1,31,1,6,5,1,0,0,16301,7,203,48
1,14,0,3,6,0,0,0,15859,7,241,72,0,13,1,6,3,1,0,0,17155,7.2,257,40
1,15,0,6,14,0,0,0,16205,6.4,196,56,0,15,1,14,6,1,1,0,19827,7,224,40
1,15,0,10,10,0,0,0,17528,6.8,197,34,0,15,1,10,10,1,0,0,18069,6.6,223,36
1,53,1,8,6,0,0,0,17154,7,202,55,0,17,0,6,8,0,0,0,15221,6.6,174,44
0,18,0,4,7,0,0,0,16112,7.2,247,46,1,38,1,7,4,1,1,0,16804,7.2,223,50
0,16,0,5,3,0,0,0,16210,7.2,226,36,1,36,1,3,5,0,0,0,15444,6.8,202,72
1,43,1,6,4,0,1,0,18369,7.4,276,68,0,13,0,4,6,1,0,0,16035,7.2,249,68
1,16,1,5,7,0,0,0,16097,6.8,243,52,0,19,0,7,5,0,0,0,16240,6.6,198,48
0,17,0,1,11,0,0,0,13196,6.4,194,49,1,13,1,11,1,0,0,0,18721,7.8,252,55
0,15,0,5,4,0,0,0,15552,6.6,201,37,1,18,1,4,5,1,0,0,17045,7,250,68
1,15,1,11,6,1,0,0,17597,6.8,190,50,0,12,0,6,11,0,0,0,15063,6.2,188,32
0,13,0,5,15,0,0,0,15709,6.8,216,49,1,39,1,15,5,1,1,0,21609,7.8,270,67
0,13,1,5,6,1,1,0,17035,7,230,63,1,21,0,6,5,0,0,0,16184,6.6,219,52
1,19,0,3,3,1,1,0,15000,7,229,52,0,17,1,3,3,0,0,0,14802,6.8,220,40
1,17,0,9,9,0,0,0,18426,7.6,240,63,0,39,1,9,9,1,0,0,18046,7.6,211,64
1,16,1,8,4,1,1,0,17634,7,242,46,0,31,0,4,8,0,0,0,15616,6.6,233,50
1,19,0,11,1,0,1,1,20251,7.4,263,61,0,19,1,1,11,1,0,0,13309,6.2,186,42
0,16,1,7,7,1,0,0,16034,6.6,199,40,1,14,0,7,7,0,0,0,16788,6.8,224,50
0,149,1,2,5,0,0,0,14147,6.6,226,52,1,38,0,5,2,1,0,0,15547,7,197,60
0,20,0,9,8,1,0,0,18304,7.2,237,42,1,86,1,8,9,0,1,0,16698,7,198,41
0,17,0,5,5,1,0,0,15104,6.6,186,51,1,17,1,5,5,0,0,0,17234,7.2,259,60
0,14,1,10,10,1,0,0,18847,7.2,213,76,1,14,0,10,10,0,0,0,17860,7.2,206,56
1,38,0,2,2,0,0,0,15782,6.8,253,66,0,62,1,2,2,0,0,0,14438,6.8,236,52
1,27,0,6,5,1,0,0,16893,7,238,64,0,43,1,5,6,0,0,0,16325,7,231,48
0,10,0,10,5,0,1,0,18545,7.2,200,64,1,12,1,5,10,1,0,0,15924,6.8,206,35
0,20,0,6,8,0,0,0,16918,7,233,51,1,19,1,8,6,1,0,0,17321,7.2,225,61
1,21,1,13,4,1,0,0,18722,6.8,187,46,0,33,0,4,13,0,0,0,15129,6.8,209,49
1,15,1,6,3,1,0,1,18247,7,235,59,0,39,0,3,6,0,1,0,14847,6.6,209,48
0,14,0,6,5,1,0,1,17471,6.8,217,56,1,16,1,5,6,0,0,0,16452,6.8,206,55
1,16,0,7,6,0,0,0,17641,7.2,237,50,0,18,1,6,7,1,0,0,16145,7,214,43
0,15,0,4,9,0,0,0,14605,6.6,181,40,1,18,1,9,4,1,0,0,18526,7,242,50
1,14,1,6,3,0,0,0,16249,6.6,224,41,0,14,0,3,6,1,0,0,15574,7,220,56
0,17,1,6,9,0,0,0,17157,7,226,41,1,45,0,9,6,1,1,0,17859,7.6,208,68
1,14,1,4,5,0,0,0,15165,6.8,218,49,0,14,0,5,4,1,0,0,16451,7.2,244,52
0,31,0,5,4,0,0,0,15427,6.8,215,50,1,17,1,4,5,1,0,0,15601,7,229,48
1,15,1,10,5,0,0,0,17878,7,214,52,0,37,0,5,10,0,0,0,15577,6.8,203,44
0,12,1,10,6,0,0,0,18000,7.4,236,48,1,16,0,6,10,0,0,0,15496,7,191,43
1,18,0,5,7,0,0,0,15851,7,215,61,0,19,1,7,5,1,0,0,17192,7,237,38
0,21,0,5,9,1,0,0,15832,6.6,229,60,1,22,1,9,5,0,0,0,18006,7,221,39
0,13,1,10,10,1,0,0,18931,7.2,222,52,1,18,0,10,10,0,0,0,17127,7,211,36
0,14,1,7,4,0,0,0,16157,6.8,201,44,1,18,0,4,7,1,0,0,16089,7,213,58
1,19,1,11,6,0,0,0,18354,6.8,207,39,0,37,0,6,11,0,0,0,16579,6.8,208,54
0,80,0,7,5,0,0,0,17274,7.4,246,56,1,16,1,5,7,1,0,0,16850,7.2,245,72
0,16,0,4,11,0,1,0,15372,6.8,213,57,1,18,1,11,4,1,0,0,17957,6.8,209,40
1,44,0,13,12,1,0,0,20175,7.4,215,72,0,14,1,12,13,0,0,0,18565,6.8,212,36
0,19,0,5,3,0,1,0,15486,7,205,52,1,18,1,3,5,1,0,0,14582,6.8,216,44
1,87,1,4,9,0,1,0,16074,7,237,55,0,31,0,9,4,1,0,0,16929,7,211,48
1,17,0,7,3,0,0,0,16849,7,231,44,0,16,1,3,7,1,0,0,14858,6.4,223,49
0,12,0,6,10,0,0,0,16291,6.8,188,52,1,14,1,10,6,1,1,0,19184,7.2,236,60
0,20,0,5,8,0,0,0,16164,7,233,44,1,17,1,8,5,1,0,0,18438,7.4,240,60
1,13,0,7,8,1,0,0,17002,7,221,51,0,19,1,8,7,0,1,0,17156,7,225,48
0,19,0,5,9,0,0,0,15342,6.8,194,50,1,13,1,9,5,1,0,0,16972,7,216,40
0,19,0,1,9,0,0,0,13119,6.2,199,36,1,19,1,9,1,1,1,1,19997,7.4,275,56
1,14,1,8,7,1,0,0,17472,7.2,224,52,0,14,0,7,8,0,0,0,16295,7.2,183,68
1,18,0,3,2,0,0,0,15681,7,231,52,0,53,1,2,3,1,0,0,14762,7,230,58
1,14,1,8,6,0,0,0,18634,7,239,56,0,17,0,6,8,1,0,0,16557,6.8,196,71
0,15,0,1,6,0,0,0,13881,6.8,209,47,1,15,1,6,1,1,0,0,16854,7,222,56
0,12,1,10,16,0,1,0,18145,6.6,199,46,1,14,0,16,10,1,0,0,21373,7.2,237,38
1,17,1,9,10,1,0,0,17308,6.8,203,50,0,18,0,10,9,0,1,0,18307,7.2,212,48
0,13,0,2,13,0,0,0,13049,6.2,163,52,1,56,1,13,2,1,1,0,19444,7.2,239,52
1,18,1,14,4,0,0,0,20075,7,220,53,0,15,0,4,14,0,0,0,14222,6.2,179,36
0,15,0,3,11,0,0,0,14377,6.4,158,44,1,20,1,11,3,1,0,1,19518,7.4,241,59
1,22,1,9,3,0,0,0,17270,6.6,213,43,0,17,0,3,9,0,0,0,14952,6.6,220,44
1,18,1,12,5,0,0,0,18967,7.6,240,48,0,13,0,5,12,1,0,0,15372,6.8,217,56
0,15,0,2,10,0,0,0,14044,6.6,191,56,1,18,1,10,2,1,1,2,20648,7.2,236,48
0,23,0,4,6,0,0,0,16467,7.2,261,56,1,19,1,6,4,1,0,0,16997,7,227,64
1,11,1,8,13,0,0,0,17846,6.8,198,51,0,15,0,13,8,0,0,0,18642,7.2,194,50
1,14,1,12,6,1,1,1,19993,7,203,34,0,12,0,6,12,0,0,0,16554,6.8,209,68
0,17,1,4,1,1,0,0,16223,7.2,232,66,1,14,0,1,4,0,1,0,14800,7,242,68
0,27,1,2,8,1,0,0,14071,6.4,202,59,1,118,0,8,2,0,0,0,18023,7,228,36
1,15,1,3,3,1,1,0,15284,7.2,245,51,0,17,0,3,3,0,0,0,16168,7.2,227,71
0,46,1,4,0,0,1,0,16346,7,272,50,1,14,0,0,4,1,0,0,13691,6.8,218,69
0,20,0,2,7,1,0,0,14358,6.6,225,53,1,17,1,7,2,0,0,0,16389,7,223,37
1,14,1,7,2,0,1,0,17206,7.4,248,66,0,12,0,2,7,1,0,0,14313,6.6,218,56
1,15,1,2,4,0,0,0,14767,7.2,236,58,0,29,0,4,2,0,1,0,15743,7.2,215,59
1,14,1,12,7,0,0,0,18291,7.2,176,53,0,13,0,7,12,0,0,0,16109,6.8,210,48
0,14,0,3,5,0,0,0,14979,6.8,203,52,1,38,1,5,3,1,0,0,16947,7.2,238,72
1,20,0,7,9,0,0,0,17214,7,231,49,0,23,1,9,7,1,0,1,19020,7,204,54
0,22,0,7,16,0,0,0,16461,6.4,177,52,1,17,1,16,7,1,1,2,22402,7.2,241,48
1,22,0,3,5,0,0,0,14027,6.6,219,32,0,19,1,5,3,0,0,0,16132,7,261,44
1,16,0,7,5,0,0,0,17432,7.4,224,56,0,57,1,5,7,0,0,0,16439,7.4,209,52
1,16,1,6,8,0,0,0,15969,6.8,231,40,0,10,0,8,6,0,0,0,16778,6.6,216,35
0,14,1,7,11,0,0,0,16308,6.8,195,42,1,17,0,11,7,1,0,0,18211,7.2,214,36
0,12,0,2,5,0,0,0,14119,6.6,216,50,1,38,1,5,2,1,0,0,16444,6.8,235,46
1,15,1,6,4,1,1,0,16044,7.2,214,48,0,15,0,4,6,0,0,0,16144,7.6,234,75
0,15,0,4,11,1,0,0,15011,6.6,183,60,1,14,1,11,4,0,0,0,19407,7.2,245,40
0,23,0,3,8,0,0,0,14517,6.4,169,46,1,13,1,8,3,1,1,0,18042,7,202,79
0,48,0,1,6,0,0,0,13653,6.6,220,52,1,14,1,6,1,0,0,0,17381,7.4,220,64
0,18,1,8,8,0,0,0,17833,7,191,61,1,15,0,8,8,0,0,0,16577,7,193,43
1,16,1,9,4,1,0,0,17759,7,228,48,0,15,0,4,9,0,1,0,14677,6.2,168,44
0,14,0,6,6,0,0,0,16158,7,240,32,1,20,1,6,6,0,0,0,15961,6.6,205,52
0,38,0,4,5,0,1,0,16147,7,222,55,1,19,1,5,4,1,0,0,15665,7,199,54
0,16,0,6,5,0,0,0,17065,7,220,50,1,18,1,5,6,1,0,0,16046,7,233,50
1,41,1,8,7,1,1,0,17287,7,215,62,0,18,0,7,8,0,0,0,16470,7.2,218,56
1,35,1,6,4,1,1,0,15997,7.2,195,60,0,21,0,4,6,0,0,0,15498,6.6,210,41
1,14,1,3,3,0,0,0,15387,7,215,64,0,15,0,3,3,1,0,0,16310,7.4,232,72
1,18,0,5,8,1,0,0,16313,7,211,60,0,14,1,8,5,0,1,0,16844,6.8,205,48
0,18,0,4,3,0,0,0,15987,7,252,52,1,15,1,3,4,0,0,0,14954,7,231,52
1,15,0,7,8,0,0,0,16304,6.4,169,44,0,13,1,8,7,0,1,2,18640,7,211,42
1,11,1,10,12,0,1,0,18177,6.8,203,40,0,18,0,12,10,1,0,0,19430,7.2,235,42
1,19,0,7,4,1,0,0,17493,7,240,56,0,11,1,4,7,0,0,0,14642,6.8,198,54
1,13,1,12,3,1,0,0,19443,7.2,254,48,0,17,0,3,12,0,0,0,14094,6.6,190,48
0,12,0,4,5,0,0,0,14920,6.6,186,45,1,12,1,5,4,1,1,0,16590,7,233,56
0,104,0,9,8,0,0,0,17511,6.8,216,39,1,15,1,8,9,0,0,0,17286,6.6,206,49
1,16,1,9,5,1,0,0,16819,6.8,197,40,0,13,0,5,9,0,1,0,16360,6.8,235,57
1,35,1,3,6,0,0,0,14703,6.8,198,36,0,18,0,6,3,1,0,0,16830,7,233,55
1,15,1,7,5,0,0,0,16801,7.4,203,64,0,15,0,5,7,1,0,0,16226,7,214,48
0,19,1,4,5,0,0,0,16254,7.2,248,60,1,14,0,5,4,0,0,0,16583,7.2,272,47
1,75,0,4,6,1,0,0,15478,6.8,204,60,0,16,1,6,4,0,0,1,17853,7,236,48
1,21,0,5,10,0,0,0,15363,6.4,206,45,0,14,1,10,5,0,1,0,17986,7,226,33
1,16,1,9,8,0,0,0,17121,6.6,212,36,0,16,0,8,9,0,1,0,16904,6.4,173,35
0,16,0,5,13,0,0,0,15069,6.2,172,36,1,48,1,13,5,1,0,0,19229,7.4,231,69
0,18,0,5,5,1,0,1,15891,6.4,179,36,1,13,1,5,5,0,0,0,16389,6.8,196,55
0,16,0,1,9,0,0,0,13316,6.6,188,49,1,13,1,9,1,1,0,0,17816,7.2,215,44
0,18,1,6,4,0,0,0,15956,6.8,215,44,1,13,0,4,6,0,0,0,15999,7.2,226,69
1,29,1,3,3,1,1,0,15661,7,225,64,0,15,0,3,3,0,0,0,16304,7.2,256,71
1,13,1,6,5,0,0,0,16789,7,198,57,0,32,0,5,6,0,0,0,15583,6.6,192,36
0,12,1,5,12,1,1,0,16347,6.6,212,51,1,12,0,12,5,0,0,1,19876,7.4,214,52
0,14,0,3,6,0,0,0,14901,6.8,201,48,1,18,1,6,3,1,0,0,16024,6.8,232,36
0,13,1,8,7,1,0,0,17018,7,190,56,1,41,0,7,8,0,0,0,15922,6.8,196,47
0,15,0,8,13,0,0,0,16342,6.6,165,42,1,41,1,13,8,0,0,1,21561,7.4,263,40
